Premises,"Vienības Street 3 - 48, Lociki, Naujene parish, Augšdaugava county.",31/10/2025,37.4,37.4,0,,"6,000",160,,-,Commercial premises,,1/1
Premises,"Grīzupes Street 97, Liepaja",30/10/2025,40.6,40.6,0,,"8,000",197,,-,Commercial premises,,1/1
Premises,"Rūpnīcas Street 1 - 31, Ugāle, Ugāle parish, Ventspils county",30/10/2025,44.8,44.8,0,,"1,400",31,,-,Commercial premises,,1/1
Premises,"7 Liela Street, Jelgava",29/10/2025,95.1,95.1,0,,"40,000",421,,-,Commercial premises,,1/1
Premises,"Lielais prospect 26 - 1A, Ventspils",27/10/2025,72.0,72.0,0,,"44,000",611,,-,Commercial premises,,1/1
Premises,"Gertrudes Street 73A, Riga",22/10/2025,115.6,115.6,0,,"18,000",156,,-,Commercial premises,,1/1
Premises,"Emmas Street 14 - 77, Riga",21/10/2025,91.0,91.0,0,,"18,000",198,,-,Commercial premises,,1/1
Premises,"Ernesta Birznieka-Upīša Street 13 - 63, Riga",16/10/2025,56.1,56.1,0,,"75,000","1,337",,-,Commercial premises,,1/1
Premises,"Klaipėdas street 68 - 2A, Liepaja",16/10/2025,162.7,162.7,0,,"99,000",608,,-,Commercial premises,,1/1
Premises,"Emīlijas Benjamiņas Street 13 - 10, Riga",15/10/2025,103.2,103.2,0,,"60,000",581,,-,Commercial premises,,1/1
Premises,"Skolas Street 4 - 1B, Brocēni, Saldus County.",15/10/2025,61.4,61.4,0,,15 120,246,,-,Commercial premises,,1/1
Premises,"Karla Zalės Square 6, Liepaja",13/10/2025,48.3,48.3,0,,"25,000",518,,-,Commercial premises,,1/1
Premises,"Terbatas Street 20, Riga",08/10/2025,82.9,82.9,0,,"111,550","1,346",,-,Commercial premises,,1/1
Premises,"Marijas Street 8 - 1B, Riga",07/10/2025,163.8,281.5,0,,"184,000",1 123,,-,Commercial premises,,1638/2815
Premises,"Krišjāņa Barona Street 10, Riga",30/09/2025,108.8,108.8,0,,"175,000","1,608",,-,Commercial premises,,1/1
Premises,"Terbatas Street 20, Riga",30/09/2025,76.4,220.3,0,,"5,000",65,,-,Commercial premises,,764/2203
Premises,"Avotu Street 46A - 27, Riga",18/09/2025,48.7,48.7,0,,"32,700",671,,-,Commercial premises,,1/1
Premises,"Liela Street 13 - 25, Jelgava",18/09/2025,64.4,64.4,0,,"5,000",78,,-,Commercial premises,,1/1
Premises,"Krišjāņa Barona Street 95A - 2, Riga",16/09/2025,73.5,73.5,0,,"50,000",680,,-,Commercial premises,,1/1
Premises,"Raina Street 26 - 1, Jelgava",15/09/2025,45.3,45.3,0,,"45,000",993,,-,Commercial premises,,1/1
Premises,"7 Liela Street, Jelgava",12/09/2025,132.5,132.5,0,,"100,000",755,,-,Commercial premises,,1/1
Premises,"Ieriku Street 48 - 37, Riga",09/09/2025,86.1,86.1,0,,"32,000",372,,-,Commercial premises,,1/1
Premises,"Anniņmuižas Street 13 - 1A, Riga",03/09/2025,52.9,52.9,0,,"47,000",888,,-,Commercial premises,,1/1
Premises,"Upes Street 1 - 1D, Šķibe, Bērzes parish, Dobeles district",03/09/2025,16.9,16.9,0,,"1,800",107,,-,Commercial premises,,1/1
Premises,"Leona Paegles Street 4 - 1P, Sigulda, Siguldas district.",03/09/2025,113.0,113.0,0,,"120,000","1,062",,-,Commercial premises,,1/1
Premises,"Krišjāņa Barona Street 24/26 - 1, Riga",02/09/2025,93.7,93.7,0,,"500,000","5,336",,-,Commercial premises,,1/1
Premises,"Pasta Street 1 - 1N, Liepaja",02/09/2025,9.1,41.8,0,,"20,000",2 191,,-,Commercial premises,,418/1913
Premises,"Viestura Street 13 - 4, Daugavpils",01/09/2025,56.5,56.5,0,,"15,000",265,,-,Commercial premises,,1/1
Premises,"Sabiles Street 5 - 1A, Kandava, Tukums district.",01/09/2025,191.3,191.3,0,,"8,500",44,,-,Commercial premises,,1/1
Premises,"Vienibas Street 15, Daugavpils",29/08/2025,94.5,94.5,0,,"10,000",106,,-,Commercial premises,,1/1
Premises,"Marijas Street 8A - 5, Riga",29/08/2025,101.0,101.0,0,,"90,000",891,,-,Commercial premises,,1/1
Premises,"Imantas Street 45, Daugavpils",26/08/2025,38.7,38.7,0,,"4,000",103,,-,Commercial premises,,1/1
Premises,"Miesnieku Street 14, Riga",22/08/2025,191.7,191.7,0,,"38,000",198,,-,Commercial premises,,1/1
Premises,"Raina Street 26, Daugavpils",19/08/2025,79.7,79.7,0,,"30,000",376,,-,Commercial premises,,1/1
Premises,"Petersalas Street 4, Riga",15/08/2025,112.6,112.6,0,,"35,000",311,,-,Commercial premises,,1/1
Premises,"Rigas Street 3, Svētciems, Salacgrīvas parish, Limbaži district.",15/08/2025,144.7,144.7,0,,"15,000",104,,-,Commercial premises,,1/1
Premises,"Matisa Street 35 - 1A, Riga",14/08/2025,66.1,66.1,0,,"80,000",1 210,,-,Commercial premises,,1/1
Premises,"Elizabetes Street 12 - 1I, Riga",12/08/2025,77.5,77.5,0,,"115,000","1,484",,-,Commercial premises,,1/1
Premises,"Torņa Street 5, Kuldīga, Kuldīgas district.",08/08/2025,50.0,50.0,0,,"50,000","1,000",,-,Commercial premises,,1/1
Premises,"Rigas Street 8, Sabile, Talsi district.",06/08/2025,37.6,37.6,0,,"4,700",125,,-,Commercial premises,,1/1
Premises,"Augusta Deglava Street 28 - 4, Riga",28/07/2025,109.4,109.4,0,,"100,000",914,,-,Commercial premises,,1/1
Premises,"Vidzeme Street 11 - 1, Vangaži, Ropaži District.",25/07/2025,18.5,18.5,0,,"2,900",157,,-,Commercial premises,,1/1
Premises,"Quiet Street 7 - 1, Riga",25/07/2025,73.6,73.6,0,,"32,000",435,,-,Commercial premises,,1/1
Premises,"Aleksandra Caka Street 126 - 1, Riga",25/07/2025,31.6,31.6,0,,"38,000",1 203,,-,Commercial premises,,1/1
Premises,"Krišjāņa Barona Street 92 - 8, Riga",24/07/2025,232.3,232.3,0,,"136,000",585,,-,Commercial premises,,1/1
Premises,"Rubeņi - 27, Vienība, Degoles parish, Tukuma county",21/07/2025,68.9,68.9,0,,3 100,45,,-,Commercial premises,,1/1
Premises,"Antonijas Street 24 - 36, Riga",21/07/2025,81.5,81.5,0,,"200,000","2,454",,-,Commercial premises,,1/1
Premises,"218A Brivibas Street, Riga",17/07/2025,74.5,74.5,0,,"23,000",309,,-,Commercial premises,,1/1
Premises,"218A Brivibas Street, Riga",17/07/2025,120.3,120.3,0,,"40,000",333,182.65,-,Commercial premises,,1/1
Premises,"Pärnavas Street 6, Riga",17/07/2025,59.1,59.1,0,,"79,000","1,337",,-,Commercial premises,,1/1
Premises,"13 Emīlijas Benjamiņas Street, Riga",17/07/2025,73.3,146.6,0,,"17,000",232,,-,Commercial premises,,1/2
Premises,"Jelgavas Street 12 - 3, Līvbērze, Līvbērze parish, Jelgava county",09/07/2025,63.4,63.4,0,,"15,500",244,,-,Commercial premises,,1/1
Premises,"Trijādības Street 2A - 16, Riga",09/07/2025,20.2,20.2,0,,"38,000","1,881",,-,Commercial premises,,1/1
Premises,"Zemnieku Street 44 - 78A, Rezekne",07/07/2025,11.8,11.8,0,,"10,000",847,,-,Commercial premises,,1/1
Premises,"Stirnu Street 14 - 75, Riga",02/07/2025,52.9,52.9,0,,"32,640",617,,-,Commercial premises,,1/1
Premises,"Trijādības Street 2A - 16, Riga",01/07/2025,20.2,20.2,0,,"33,000","1,634",,-,Commercial premises,,1/1
Premises,"18. novembra street 16 - 1, Ludza, Ludza district.",01/07/2025,62.6,62.6,0,,"12,000",192,,-,Commercial premises,,1/1
Premises,"Rigas Street 26 - 607, Valmiera, Valmiera district.",30/06/2025,60.4,60.4,0,,"90,000","1,490",,-,Commercial premises,,1/1
Premises,"Rigas Street 175, Jekabpils, Jekabpils district.",30/06/2025,112.1,112.1,0,,"35,000",312,,-,Commercial premises,,1/1
Premises,"Marupes Street 6 - 12, Riga",30/06/2025,80.3,80.3,0,,"180,000",2 242,,-,Commercial premises,,1/1
Premises,"Marupes Street 6 - 14, Riga",30/06/2025,80.6,80.6,0,,"140,000","1,737",,-,Commercial premises,,1/1
Premises,"Stāva Street 21 - 1D, Daugavpils",30/06/2025,95.4,95.4,0,,"23,000",241,,-,Commercial premises,,1/1
Premises,"Grecinieku Street 22, Riga",26/06/2025,399.3,399.3,0,,"665,000","1,665",5549.53,-,Commercial premises,,1/1
Premises,"Darzu Street 21 - 29, Rezekne",26/06/2025,71.2,71.2,0,,"57,000",801,,-,Commercial premises,,1/1
Premises,"Liberation Avenue 101, Rezekne",26/06/2025,32.8,262.6,0,,"35,000","1,066",,-,Commercial premises,,1/8
Premises,"Kuldiga Street 11 - 2, Ventspils",25/06/2025,53.3,106.5,0,,"24,000",451,,-,Commercial premises,,1/2
Premises,"Merkela Street 17/19 - 35, Riga",20/06/2025,176.7,176.7,0,,"180,000","1,019",,-,Commercial premises,,1/1
Premises,"Merkela Street 17/19 - 32, Riga",20/06/2025,120.0,120.0,0,,"122,000","1,017",,-,Commercial premises,,1/1
Premises,"Jomas Street 48, Jurmala",18/06/2025,32.6,426.2,0,,"21,000",644,,-,Commercial premises,,51/667
Premises,"Latgales Street 265 k-1 - 74, Riga",13/06/2025,63.3,63.3,0,,"40,000",632,,-,Commercial premises,,1/1
Premises,"Blaumaņa Street 11/13 - 7, Riga",12/06/2025,376.5,376.5,0,,"530,000","1,408",,-,Commercial premises,,1/1
Premises,"Tilta Street 3 - 13, Riga",12/06/2025,171.5,171.5,0,,"232,500","1,356",,-,Commercial premises,,1/1
Premises,"Gertrudes Street 73, Riga",12/06/2025,25.6,25.6,0,,"20,000",781,,-,Commercial premises,,1/1
Premises,"Pils Street 10 - 9, Tukums, Tukums district.",11/06/2025,104.4,104.4,0,,"45,000",431,,-,Commercial premises,,1/1
Premises,"Avotu Street 66, Riga",06/06/2025,149.7,149.7,0,,"64,000",428,,-,Commercial premises,,1/1
Premises,"Aleksandra Caka Street 136 - 1A, Riga",30/05/2025,91.5,91.5,0,,"107,000",1 169,,-,Commercial premises,,1/1
Premises,"Nometnu Street 21, Riga",30/05/2025,38.7,38.7,0,,"39,000","1,008",,-,Commercial premises,,1/1
Premises,"Kandavas Street 4 - 50, Daugavpils",29/05/2025,30.9,30.9,0,,"9,000",291,,-,Commercial premises,,1/1
Premises,"Diakonāta Street 1 - 601, Valmiera, Valmiera County.",22/05/2025,31.7,31.7,0,,"18,000",568,619.62,-,Commercial premises,,1/1
Premises,"Miera Street 87 - 3N, Riga",22/05/2025,75.9,75.9,0,,"15,000",198,,-,Commercial premises,,1/1
