Earth,Riga,07/11/2025,607,607,607,,"16,500",27,27.18,-,For private homes,,1/1
Earth,"Promenade Street 52, Berģi, Garkalnes parish, Ropaži county",04/11/2025,"1,673","1,673","1,673",,"10,000",6,5.98,-,"For nature, recreation",,1/1
Earth,"20, Divupes Street, Berģi, Garkalnes parish, Ropaži district.",04/11/2025,"1,238","1,238","1,238",,"44,000",36,35.54,-,For private homes,,1/1
Earth,"Pūku Street 92, Riga",03/11/2025,625,625,625,,"6,000",10,9.60,-,For private homes,,1/1
Earth,"Firsa Sadovnikova Street 33A, Riga",03/11/2025,20,308,20,,"1,500",77,76.57,-,For apartment buildings,,93/1462
Earth,"Firsa Sadovnikova Street 33, Riga",03/11/2025,26,401,26,,"1,500",57,57.36,-,For apartment buildings,,3/46
Earth,"Cīruļu Street 47, Kadaga, Ādažu parish, Ādažu county.",03/11/2025,"1,647","1,647","1,647",,"36,500",22,22.16,-,For private homes,,1/1
Earth,"Olaines parish, Olaines district",03/11/2025,605,605,605,,"2,000",3,3.31,-,For private homes,,1/1
Earth,"Anniņmuižas Boulevard 60, Riga",31/10/2025,63,"2,839",63,,"2,500",40,39.97,-,For apartment buildings,,4852/220211
Earth,Riga,31/10/2025,444,444,444,,"1,000",2,2.25,-,For private homes,,1/1
Earth,"Pūku Street 66, Riga",31/10/2025,675,675,675,,"10,000",15,14.81,-,For private homes,,1/1
Earth,"Twenty-ninth Street 31, Šķēde, Medzes parish, South Kurzeme county.",30/10/2025,632,632,632,,"3,000",5,4.75,-,For private homes,,1/1
Earth,"Twenty-ninth Street 29, Šķēde, Medzes parish, South Kurzeme county",30/10/2025,657,657,657,,"3,000",5,4.57,-,For private homes,,1/1
Earth,"Baldones parish, Kekava district",30/10/2025,"11,500","11,500","11,500",,"15,000",1,1.30,"13,043",For production,,1/1
Earth,"Juglasciems Boulevard 20, Riga",30/10/2025,924,924,924,,47 124,51,51.00,-,For private homes,,1/1
Earth,"Zelmeņu Street 12, Carnikava, Carnikavas parish, Ādaži county",30/10/2025,"1,301","1,301","1,301",,"77,000",59,59.19,-,For private homes,,1/1
Earth,"Ilūkstes Street 38, Riga",30/10/2025,50,"8,316",50,,"5,000",100,99.60,-,For apartment buildings,,68/11265
Earth,"40, 30th Street, Šķēde, Medzes parish, South Kurzeme county",30/10/2025,600,600,600,,"3,000",5,5.00,-,For private homes,,1/1
Earth,"Twenty-ninth Street 33, Šķēde, Medzes parish, South Kurzeme county.",30/10/2025,634,634,634,,"3,000",5,4.73,-,For private homes,,1/1
Earth,"Neretas parish, Aizkraukles district",29/10/2025,"1,982","1,982","1,982",,"1,300",1,0.66,-,"For nature, recreation",,1/1
Earth,"Tumes parish, Tukums district",29/10/2025,640,640,640,,"13,000",20,20.31,-,For private homes,,1/1
Earth,"Sunset Boulevard 47, Riga",29/10/2025,37,"11,556",37,,"2,500",68,67.81,-,For traffic infrastructure,,75/23507
Earth,"Rozītes No. 74, Baldones parish, Ķekavas district",29/10/2025,680,680,680,,"1,700",3,2.50,-,For private homes,,1/1
Earth,Riga,28/10/2025,18,410,18,,"1,000",56,56.18,-,For apartment buildings,,745/17164
Earth,"Lubanas Street 16, Riga",28/10/2025,7,161,7,,"1,000",143,143.06,-,For apartment buildings,,745/17164
Earth,"Juglasciems Boulevard 14, Riga",28/10/2025,855,855,855,,"30,000",35,35.09,-,For private homes,,1/1
Earth,"Bruknas Street 12, Riga",28/10/2025,55,"1,965",55,,"5,500",99,99.37,-,For apartment buildings,,2/71
Earth,"Carnikava parish, Adazi district",28/10/2025,3 186,3 186,3 186,,"3,000",1,0.94,-,For private homes,,1/1
Earth,"12A Zaļā Street, Brocēni, Saldus district.",28/10/2025,"2,551","2,551","2,551",,"18,300",7,7.17,-,For private homes,,1/1
Earth,Riga,27/10/2025,33,"1,604",33,,"1,800",54,54.09,-,For apartment buildings,,679/32723
Earth,"2nd line 2B, Jelgava",27/10/2025,"1,560","1,560","1,560",,"32,000",21,20.51,-,For private homes,,1/1
Earth,"Galēnu parish, Preiļi district",27/10/2025,"31,000","31,000","31,000",,"9,000",0,0.29,"2,903",Forest,,1/1
Earth,"Pečorites Street 10, Riga",27/10/2025,961,961,961,,"33,600",35,34.96,-,For private homes,,1/1
Earth,"Mukupurva Street 9B, Riga",27/10/2025,1 223,1 223,1 223,,"40,000",33,32.71,-,For production,,1/1
Earth,"Pikukalna Street 2, Riga",27/10/2025,"1,313","1,313","1,313",,"70,002",53,53.31,-,For private homes,,1/1
Earth,"Sargu Street 22A, Jelgava",27/10/2025,454,454,454,,"4,358",10,9.60,-,For private homes,,1/1
Earth,"Juglasciems Boulevard 12, Riga",27/10/2025,893,893,893,,"44,650",50,50.00,-,For private homes,,1/1
Earth,"Augusta Deglava Street 7, Riga",27/10/2025,27,"1,713",27,,"40,000","1,468",1468.43,-,For apartment buildings,,349/21944
Earth,"Latgales Street 8B, Ventspils",27/10/2025,"1,421","1,421","1,421",,"9,500",7,6.69,-,For private homes,,1/1
Earth,"Latgales Street 8C, Ventspils",27/10/2025,1 270,1 270,1 270,,"9,500",7,7.48,-,For private homes,,1/1
Earth,Daugavpils,24/10/2025,"1,721","1,721","1,721",,"11,000",6,6.39,-,For private homes,,1/1
Earth,"Jana Dalina Street 4, Riga",24/10/2025,30,4 231,30,,"1,000",34,33.76,-,For apartment buildings,,7/1000
Earth,"Ulbrokas Street 12 k-3, Riga",24/10/2025,33,4 264,33,,"5,000",153,153.23,-,For apartment buildings,,598/78149
Earth,"Lendži parish, Rezekne county",24/10/2025,"1,987","1,987","1,987",,1 100,1,0.55,-,For agriculture,,1/1
Earth,"Sidraburgas Street 16, Riga",23/10/2025,"1,371","1,371","1,371",,"25,000",18,18.23,-,For apartment buildings,,1/1
Earth,"Austrumu Street 1, Pāvilosta, South Kurzeme County.",23/10/2025,"4,800","4,800","4,800",,"90,000",19,18.75,-,For public facilities,,1/1
Earth,"Salaspils Street 12 k-3, Riga",23/10/2025,63,4 217,63,,"1,000",16,15.92,-,For apartment buildings,,624/41879
Earth,"Olaines parish, Olaines district",23/10/2025,580,580,580,,"2,000",3,3.45,-,For private homes,,1/1
Earth,Riga,23/10/2025,5,"5,568",5,,"1,000",188,188.32,-,Other,,484/507555
Earth,"Ciruli Street 82, Jurmala",23/10/2025,801,"1,826",801,,"36,500",46,45.57,-,For private homes,,2193/5000
Earth,"Anniņmuižas Boulevard 38, Riga",23/10/2025,21,"22,536",21,,3 180,148,147.98,-,For apartment buildings,,484/507555
Earth,"Emmas Street 14, Riga",22/10/2025,43,2 201,43,,"3,500",82,82.26,-,For apartment buildings,,239/12364
Earth,Riga,22/10/2025,26,"2,945",26,,"1,000",39,38.76,-,For apartment buildings,,117/13357
Earth,"Bikernieku Street 179 k-25, Riga",22/10/2025,620,620,620,,"8,000",13,12.90,-,For private homes,,1/1
Earth,"Ezerlīču Street 4D, Liepaja",21/10/2025,684,684,684,,"37,700",55,55.12,-,For private homes,,1/1
Earth,"Jurmalas gatve 109, Riga",21/10/2025,138,"3,382",138,,"48,326",349,349.00,-,For apartment buildings,,1167/28502
